street_name,crime_number,load_shedding_status
KLEINPLAAS,12,0
DELWYN,15,0
ARKANSAS,5,0
MARMER,9,1
SHALE,16,0
VOELBERG,15,0
VREDENBERG,11,1
LANGEBERG,7,0
EDELWEIS,1,1
MAYTIME,12,0
BLOU DISA,15,0
COUCOU,17,0
PIVERT,12,1
CHEVECHE,6,0
BRIFFANT,7,0
ROSSIGNOL,16,0
PATOU,2,0
COCORICO,16,0
SPRINGFONTEIN,7,0
ZONNENBURG,8,0
STELLENRYK,10,0
MOSELLE,11,0
AROMA,1,1
WOLTEMADE,10,1
KAREEBOOM,6,1
PERLE,3,1
KINKEL,3,0
ZONNE,3,0
TERTIUS,2,0
PITTISPORUM,1,0
EVERGLADES,5,0
SOETEWEIDE,9,0
ANNEKE,12,0
HORISON,16,0
AMELIA,3,0
ANNABELL,13,0
GEORGE DU PLESSIS,4,1
ST CHRISTOPHER,8,0
ST MATHEWS,16,0
FAIRWINDS,6,0
HABITAT,7,1
SKAGERAK,10,0
EDMOND ROSTAND,17,1
GRAND DUC,9,0
ST MARK,1,0
ST MALO,0,1
BOURBON,17,0
GREEN SLEEVES,9,0
SILVERLEAVES,3,0
BOABAB,13,0
WONDERBOOM,1,0
PICARDY,2,1
ARLINGTON PLACE,17,1
PETIT PROVENCE,9,0
SONSTRAAL,10,0
COURTRAI,0,0
CASA LINGO,5,0
FIG TREE ESTATE,3,1
STORETON,2,0
KOEKOES NEST,5,1
TARKA,15,0
EDWARDS,1,0
BETHANIE,9,0
DRONGO,12,0
AMALI,7,1
BEAU MONDE,16,0
SOPRANO,6,0
JIP DE JAGER ,7,0
HOOGGELEGEN,13,0
REGIMENT,12,1
NOVO,14,0
KAINOS,9,0
IMPETUS,1,0
NATIONAL (N1),8,0
BELLPARK PRIMARY SCHOOL,9,1
TIJGER PARK SERVICE,18,0
SUIDERHOF,8,0
WIJNLAND VILLAS,14,0
HEBRON PARK,1,0
SUMMER HAZE,9,0
BLOMKRUIN,4,0
LINDEN - EAST,1,0
DARBY,0,0
PARKDENE,3,0
ACKERS,2,0
SOLOMON,4,1
INDUSTRIA RING,3,0
DORWIL PRAG,3,0
DAWID VAN VUUREN,0,0
NICO DIRK,0,0
STOKER,1,0
GARRETT,3,0
MC BEUKES,2,1
TRANS ORANJE,5,0
MODDERDAM NORTH SOUTH,3,0
TRANSNET PARK,0,0
SYMPHONY,1,0
MODDERDAM,3,0
PENTECH SERVICE,4,0
SYMPHONY PARK,0,0
KIRKIA,4,1
CROTON,5,0
DORBYL,4,0
UNIE,2,0
TULP,5,0
PRINS,4,0
BURKEA,4,1
TIPU,0,0
CELTIS,1,0
SALIX,5,0
ULMUS,1,0
OOP,0,0
JOOL,5,0
OCTOVALE,1,0
INDUSTRIE,3,1
ALIBAMA,5,0
RAAP,0,0
ARMADE,1,0
SERING,0,0
BINNE,1,0
ISCOR,4,1
MARVELLO,3,0
WILLIAM HARTEL,2,0
ERASMUS,3,0
NEETLING,2,0
DE LEEUW,3,0
NICK KEARNS,2,0
ZIMRI,5,0
DAMMERT,3,0
CUPIDO,1,0
PILLAY,2,0
FRANK LOUW,2,0
MARTIN PETERSEN,4,0
NICOLAAS ARENDS,1,0
KASSELSVLEI,4,0
SACKSON,3,0
FOURIE,3,1
MACKENZIE,3,0
GOEIE HOOP,3,1
INSPAN,2,1
SUKER,4,0
BLACKENNY,2,0
LLOYD,3,1
SAN SOUCI,2,0
SUID,3,0
ALMEIDA,1,0
DE LILLE,1,0
ADAM TAS,2,0
BELRAIL,3,0
RYK TULBAGH,3,1
REED,2,0
CHARL MALAN,2,0
TIENIE MEYER,2,0
WILSHAMMER,2,0
BLANCKENBERG,4,0
KRUSKAL,5,1
FLUORESCENT,2,0
SKELETON GORGE,1,0
GASTRO INTESTINAL TRACK,4,0
HIPPOKAMPUS,3,0
HOSPITAAL,2,0
DENTAL,4,0
PATHOLOGY,5,0
ELMWOOD,2,1
CHARL UYS,5,0
TYGER,2,0
VAN TROMP,1,0
LEOVILLE,1,1
10 ON LEIPOLDT,2,0
KRISTIE MEI,2,0
LEIPOLDT PARK,2,0
STOCKENSTROM,5,0
WILLIE HOFMEYER,4,0
MAZZUR,1,0
OOS,1,0
AMDEN,1,0
DE HOUTMAN,4,0
DE RIJGER,5,0
OMEGA,0,0
REACTOR,1,0
THERMO,4,0
MICRO,3,1
MOLECULE,3,1
ISOTOPE,4,0
GLUCOSE,3,0
GALLANT,3,0
WILLIAM TAYLOR,1,1
FELIX,4,0
NEUTRON,4,0
ELECTRON,1,0
COL  CRESSWELL,0,1
PETER BARLOW,3,1
LABIANCE,1,0
EPSTEIN,2,0
LISZT,4,0
ATOMIC,2,0
PROTON,0,0
RUNKEL,4,1
FRASER,3,0
ROMNEY,3,1
HOLBEIN,4,0
KEAST,3,0
FORD,4,0
TETRA,3,0
HERTA LOUW,3,0
HELPMEKAAR,3,0
BRUNHILDE,1,0
LOUMAR,4,0
FRANC,3,0
TEDRIC,1,0
KRISTAL,2,0
HYDRO,1,0
TRAKA,1,0
KARIGA,2,0
GOYA,1,0
RAEBURN,1,0
GAINSBOROUGH,0,0
PARK MEWS,4,0
TITIAN,2,0
DIPKA,3,0
COENRU,0,1
DANIE UYS,1,0
ROOIBOK,4,0
PEROLD,4,0
JUWEEL,1,1
BOTTELNEUS,0,0
JOLI,0,0
ANSTEY,2,0
WESSELS LOURENS,1,0
SAANSWELD,3,0
SWELLENHOF,1,0
MARINDA,2,0
SONNENDAL,4,0
AMPERE,1,0
FARAD,5,0
LAVALLE,0,1
KEUKA,5,1
TIENIE MEYER ,3,1
BRYAN,4,0
ALLEYNE,5,0
DORELLE,3,1
STEINBERG,4,0
VAN WOUW,0,1
CORMA,4,0
JAZZ,1,0
VANTON,1,0
MONROSA,5,0
SALINDA,5,0
MARI,5,0
MARYN,2,0
GLENCAROL,5,0
RUE ROBERT,1,0
OTTO MEYER,2,1
RUE URSULA,1,0
GLENHAVEN,1,0
ALLIANCE,3,0
DAMONS,1,0
BEROMA,3,0
RUE EMMY,1,0
BEROL,2,0
GERSHON,0,0
AARON FIGAJI,5,0
HENDRICK,2,0
CENTRAL DRIVE WEST,4,0
MAXIMILLIAN,2,1
THE MEWS,2,0
DALEWAY,1,1
GLENCO,0,1
D`HERMET,5,0
BESTER,2,0
CENTRAL DRIVE SOUTH,2,0
CHARLOTTENBURG,2,0
CENTRAL DRIVE EAST,1,1
LORNA,3,0
CENTRAL DRIVE NORTH,0,0
ALEXIS,5,0
VON BRAUN,5,0
FEIGE,4,0
SAREPTA,0,0
FLOWERS,2,0
CLAY,2,0
MARSCH,0,0
VALOTTA,3,0
OOSTHUIZEN,1,0
DIGTEBIJ,4,0
MOUTON,3,1
TOM,4,0
MARYN VILLAS,3,0
MABILLE,1,1
NAUDE,5,0
MAZE,0,0
KAMP,1,0
COOKE,2,1
LETRUS,3,0
BRANTWOOD,3,0
DAWIDS,1,1
STEWARD,1,0
DE EIKE,1,0
VAN BROEKHUIZEN,1,0
MASON,1,0
NOOIENSFONTEIN,1,0
MAKELANI,4,0
VAN HEERDEN,4,0
DOWER,1,0
CRESSWELL,1,0
VAN BLERK,3,0
SIRBERT,3,0
LOFTUS,2,0
JANA,2,0
REUTER,4,0
HOLZAPHEL,2,0
RAADT,1,0
KOLKENBERG,4,0
BENNIE V D MERWE,1,0
SIKELELA,4,1
BONKE,4,0
ELMARIE,4,0
VERENIGDE,0,0
PHIELANDABA,0,0
MOUNT FLETCHER,5,1
RATEL,3,0
MAGRIETA,3,0
MONICA,4,1
PLANEET,1,1
MATTHEW,2,0
PHILLIP,4,0
KOMEET,3,0
GOOD HOPE,2,0
PALMIEDA,1,0
EISELIN,4,0
PANSEY,4,1
CORNELISSEN,1,1
KANNEMEYER,2,0
VELDLELIE,2,0
VARKBLOM,5,0
WATTEL,1,0
WES,2,0
CLARICA,1,0
BETTIE,3,1
ELSIE,1,0
SACKVILLE,4,0
SWARTLAND,1,0
STEENKAMP,1,0
SACKS,1,0
WESSO,0,0
COTTON,2,1
SAUSMAN,4,0
NICHOLLS,2,0
ABDURAHMAN,3,0
STILWANEY,4,0
VLOOT,0,0
EMORY,1,0
ARKWRIGHT,4,0
BREWSTER,2,0
BRAILLE,4,0
ASPDEN,1,0
BRAMAH,3,0
TORRICELLI,1,0
STEPHENSON,5,1
PURDUE,3,1
WHEATSTONE,4,0
CAYLEY,5,0
JENNER,0,0
BUNSEN,0,0
BACON,5,0
SCHEELE,3,0
PRIESTLEY,4,0
YALE,1,1
NORTHWAY PRIMARY SCHOOL,1,1
CARL VAN ASWEGEN,2,0
LUMA VILLA,2,0
HOGARTH,1,0
KOTTLER,4,0
SONNENDAL ,1,0
ATHLONE SCHOOL OF THE BLIND,2,0
CORNELL,2,0
MANHATTAN,14,0
TOLEDO,13,1
LA SAGRA,0,1
NEVADA,5,0
SIERRA,6,0
MESETA,8,0
SHABALA,12,0
DR MOERAT,12,0
ALFRED KLAAS,9,0
NY 129,9,0
MANANASE NDLEBE,2,0
MAKHOSI E MAGADLELA,8,0
DUKE QAVANE,17,0
SHAKA,1,1
MANYANO,1,1
BOTTOMAN SINELI,3,0
NY 126,2,0
SIPHO,7,0
VIOLET MOHLASEDI,4,1
MEHLOMAKHULU,0,0
XHALANGA,7,0
NGWAMZA,5,0
TEMBA,7,0
NQICO,14,0
KHOZI,12,0
NGQWANGI,6,1
XHALANGA ,1,0
PALLOTTI,17,1
VALHALLA,14,0
BONGA ,14,0
NCEDE,18,0
NONKXWE,7,0
PIKOLO,0,0
NGABE,9,1
BONGA,18,0
DAVID ATKINS,8,0
CHARLES CALVERT,13,0
DEXTER,1,0
AFRIKANDER,5,1
JOHN JANSEN,1,0
MICHAEL HENDRICKS,9,0
GILGIL,3,0
DAVID WILKINSON,17,0
SONNY LEON,7,0
CELU,9,0
INDWE,9,0
MBANGELE,4,1
LONGI,7,0
SAGWITYI,1,0
HOBE,12,0
NTENGU,15,0
HLUNGULU,10,0
NXANXADI,2,1
LAINGSBERG,15,0
SPITSKOP,7,1
COCKSCOMB,11,1
FUNDA ,10,0
ZAMA,2,0
SILIMELA,12,1
UJABULE ,7,0
TAMBO ,5,1
 IMBA,17,0
NY160,7,1
DUMA ,16,0
DEBEZA,10,0
DEBEZA ,15,0
SIBANYE,9,0
SAFFRAAN,2,0
DASSIESKOP,13,1
TABLE MOUNTAIN,10,0
REDBERRY,4,0
VARINGKOP,9,1
WEST PEAK,13,0
SUTHER PEAK,17,0
ARENDSKOP,14,0
SANDKOP,7,0
SWEET PEA,8,0
EDELWEISS,0,0
DANDELION,7,1
BELLA ROSE,4,0
CAMOMILE,18,0
OLIEHOUT,17,1
OUDE HOUT,5,0
NETREG,12,1
ASMARA,17,1
LODWAR,16,0
ROBERT SOBUKWE,9,1
ONDERBOS,13,0
BONTEHEUWEL,1,0
LEPELHOUT,1,0
LUPIN,14,0
MEDLAR,16,0
PRUNUS,5,1
ROOIHOUT,11,0
REDTHORN,2,0
JAKKALSVLEI,1,1
KAMEELBOOM,10,0
HELOT,18,0
EMMS,14,0
RHINE,3,0
VAAL,4,1
KEUR,0,0
LEADWOOD,4,0
BORRIEHOUT,18,0
BLOMBOS,3,0
BRAAMBOS,1,0
INKBLOM,15,1
SALVIA,3,0
GESIGGIE,17,0
BUTTERCUP,12,0
SOETKOP,4,0
GLOXINIA,7,0
HANEKAM,7,0
RANUNCULUS,11,0
PAMPAS,17,0
PECAN,4,0
POINSETTIA,16,0
PENDORING,11,0
PRIVET,11,1
STOCK,8,0
PLAKKIES,10,0
PHLOX,6,1
DOUBLOM,3,1
GERALD,17,0
JOAN,14,0
JULIA,5,0
URSULA,4,0
ROSALIND,3,0
JOHANNES,15,0
LOUISE,15,0
MATTHEUS,7,0
LUKAS,4,0
HESTER,12,0
LENA,14,0
VOLGA,4,0
KOPPIESDAM,4,0
AIMEE,14,0
DRAKENSTEIN,15,1
AKKERBOOM,6,0
LAVIS,6,0
KASTEELBERG,11,0
LENTON,13,0
REENBERG,12,0
SLANGBERG,9,1
CHANGE,5,1
PERELBERG,3,0
DEBBIE,8,0
JESSICA,18,0
OLYFBERG,8,0
BARRACUDA,13,0
CARP,5,0
BREAM,17,0
BASS,15,0
LEEUBERG,1,1
TUNA,7,0
STEUR,7,0
FOREL,6,0
KURPER,16,0
PIKE,7,0
SALM,17,0
JEAN,1,0
ELEANOR,12,0
ADAM,11,0
REGAN,3,0
AGNES,1,0
JOYCE,16,0
OLIVER,7,0
EDMUND,12,0
ROSEBANK ANGUS,16,0
BRAHMAN,8,0
AYRESHIRE,18,0
SKOOL,2,0
WESSEL,1,0
JANEY,16,0
ABRAM KATZ,1,0
NTSIKELELO,15,0
MADIBA,11,0
MATURURU,15,1
CHAIM,13,0
SIBONGILE,12,0
MURIEL,10,0
PILATUS,8,1
MERINDA,5,1
ADRIAN LOUW,3,0
FRANKLIN JOSHUA,1,0
DOWNING LINK,13,0
KING AIR,18,0
CIRRUS,16,0
CESSNA,11,0
JOHN PETERS,11,0
ARAGON,16,0
MOBILE,5,1
MADRID,6,0
MUNICH,17,1
BAHRAIN,11,0
BOSTON,17,0
BREMEN,9,0
INTERNAL ROAD AIRPORT,5,0
FREIGHT,11,0
BAHRAIN DRIVE EXTENSION,16,1
SUN,16,0
SKY,1,0
APPEL,17,0
BORCHERDS QUARRY,18,0
HEILBOT,2,0
PALOTI,7,0
PALING,14,0
COB,10,0
MANTA,3,0
MAKRIEL,4,0
KEURBERG,14,1
KOGELBERG,1,1
SPITSBERG,13,0
BOSBERG,5,0
SUE,15,0
BOOM,16,1
JOHN RAMSEY,18,0
ALLAN,8,1
LEAGUE,15,0
AIRPORT APPROACH,11,0
TOLO,15,1
SILIMELA ,11,0
PALOTTI,15,1
SKYHAWK,6,0
AIRPORT RING,1,1
AIRPORT RING ROAD,0,1
BEACHCRAFT,11,1
BARBOSO,9,0
SAINT ELIAS,18,0
DUTOITS PEAK,16,0
ALSEK,3,0
LIONS HEAD ,5,0
ARANGIESKOP,13,0
TIEDEMANN,5,0
HUBBARD,4,0
MATROOSBERG ,11,1
TATLOW,15,0
LUCANIA,1,0
FARNHAM,1,0
WHITEHORN,3,0
"""D'URBAN""",0,0
VAN PASSEL,1,1
LIESBEECK,0,0
ROSENDAL,3,0
COORNHOOP,2,1
KEISERGRACHT,4,0
PAMA,2,0
MYDRECHT,1,0
WYLAND,2,0
VAN DOESBURG,2,0
STADENS,0,0
DRIEKOPPEN,1,0
CORNELIS,1,0
SPILBERGEN,2,0
DURNFORD,2,0
LANGKLOOF,1,0
THOMAS BOWLER,1,0
MAJUBA,2,0
BLYDE,3,0
BURTONDALE,3,0
MITCHELLS,2,0
GLENLUCE,1,0
PAARDEBERG,1,0
RANKIN,2,0
SUURBERG,0,0
LOWRY,0,0
REENEN,0,0
KLEPPER,3,0
BRIDEKIRK,2,1
GRUNDEL,3,1
PECK,3,0
KASTEELPOORT,3,1
CAIRN,3,0
KLAASSENKOP,3,0
KLEINTUIN,3,0
OU KRAAL,1,0
BLACKBURN,2,0
MIKA,0,1
BOSCHHEUVEL,0,0
DENNEBURG,3,1
DIEMERSDAL,3,0
KLEINBOSCH,2,0
BOVLEI,3,0
ROBYN,3,0
ONIK,3,0
SMARAG,1,0
DOLOMIET,1,0
KWARTS,2,0
TOPAAS,3,0
LA VIE,0,0
LAVIE,1,0
BELMONT LINK,1,1
EARLS,1,0
VILLA CAPONERO,3,0
NUUTBEGIN,3,0
ROZENFONTEIN,3,0
NABYGELEGEN,1,0
VERGELEGEN,2,1
RIETVLEI,3,0
NICOBAR,3,0
SAXENBURG,0,0
WINTERTON,1,0
POTSDAM,1,0
STEENOVEN,1,0
VISSERHOF,3,1
PIONIERS,2,1
SETLAARS,3,0
FREEMAN,1,0
CADMIUM,1,0
PINOT BLANC,1,0
VIRIDIAN,2,0
MARQUISE,3,0
BARION,4,0
NAVETTE,2,0
DE WINGERD,1,0
ROUGE,2,0
CHROME,3,0
SIENNA,2,0
VIRIDIAN SQUARE,1,0
AZURE,1,0
CARMINE,1,0
CRIMSON,3,1
TYRIAN,0,0
CINNEBAR,3,0
CELLARS,2,0
MARANELLO,3,0
BROOKSIDE ESTATE,2,0
SCARLET,2,0
BLUEBERRY LANE,1,0
SAUVIGNON,1,1
OCHRE,3,1
UMBER,3,0
TITANIUM,2,0
HENDRIENA OLIPHANT,3,1
TYGERBERG VALLEY,3,0
AUBREY WICOMB,1,0
LIONEL SOLOMONS,3,0
UPPER SOUTHERN PRECINCT,2,0
VAN DER STAEL,1,0
SOUTHERN PRECINCT,1,0
PLAKKATEN,1,1
THUYN,3,0
CORPORAL,2,0
MUSKETEER,3,0
STEVEN,0,0
VERSSERIVER,1,0
OLIPHANT,3,0
SWELLENGREBEL,0,0
GROEVELD,1,0
CEYLON,0,1
HARMANS,0,0
LORENZA,3,0
DUIKER VLEI,0,0
KAAPSE VLEK,1,1
LE PARC,2,1
WAPENPLYN,2,0
VAN BREUGEL,0,0
GOSKE,0,0
BOSHEUWEL,5,0
CRUDOP,0,0
OLDENLAND,1,0
KOMPANJIE,1,0
VAN WAGERINGEN,1,0
PAMA VILLA,0,0
SOETRIVIER,1,0
ROOSEBOOM,1,0
WILLEM,4,1
GERRITS,2,0
GILL,1,1
HOPLEY,2,0
LENIE ADAMS,2,0
RICHMOND SOUTHERN,3,0
RICHMOND NORTHERN,1,0
HENNA DOLF WEST,3,1
WAVERN,2,0
THOMAS PRINGLE,0,0
COLOMBARD,0,0
ZANDVLIET,2,0
VERGENOEGD,1,0
BAINES,2,1
NEDERBERG,3,0
RUE DE LA BRI,2,1
RICHWOOD,0,0
SIMOLA,3,0
INDIGO,3,0
JETTA SHELL,3,0
CLAM,0,0
KINGSWOOD,3,0
LIMPET,3,0
ABALONE,3,0
CHITTEN,0,0
MORRIS SHELL,3,1
COCKLE,0,0
MURATIE,3,0
OLD NECTAR,1,0
LE MANS,3,0
KYALAMI,2,0
SILVERSTONE,4,0
ESTORIL,4,0
KILLARNEY,0,0
DAYTONA,1,1
MNANDI,2,0
CURRY,2,0
MANSELL,0,0
LAUDA,3,0
HUNT,2,1
SCHECKTER,3,0
CLARK,2,0
SENNA,2,0
MONZA,2,0
DONNINGTON,2,1
LAGUNA,1,1
IMOLA,0,0
BRANDS HATCH,1,0
MONACO,2,0
BLAAUWBERG,3,1
PIAZZA ARMERINA,2,0
GIE,1,1
BATELEUR,2,0
RIVERS EDGE,3,0
SATI,3,0
BOY DE GOEDE,3,1
CROMARTY,3,0
KEATS,2,0
FAIRBRIDGE,0,0
PORCUPINE,2,0
TERRAPIN,1,1
KLEIN VISSERSHOK,2,0
WINNING,1,1
BENETTON,3,0
MCLAREN,1,0
EKUPHUMLENI,3,0
NOMPUMELELO,3,0
DUMANI,0,0
MCCLAREN,2,0
COSWORTH,0,1
WAXBERRY,4,1
MAYIBUYE,3,0
FURLONG,3,0
BIKO,3,0
HANI,3,1
SXOSH JALI,0,1
TYRELL,3,0
STABLES,2,0
NGENA,0,0
BULELANI,1,0
YOMELELA,1,0
NJONGO,2,0
SIYABONGA,3,0
JONGA,3,1
THOBANI,2,0
KHUMBULANI,3,0
ROAS,0,0
USASAZA,1,0
MBEKI,3,0
JIKWANA,2,0
DUDULA,3,0
KAUFELA,2,1
KHULANI,2,1
SOBUKWE,0,0
BULBINELLA,2,0
LANDELANI,2,0
NOBOM,1,0
MPUMIE,2,0
NOMZAMO,1,0
BHENGU,0,1
THANDABANTU,2,0
NYAMAKAZI,0,0
THULISWA,2,0
NKUNKWANA,2,0
SILVERLEAF,3,0
PALIDOR,2,0
MZONDI,3,0
KWEZI,0,0
ARSENAL,2,0
NEW CASTLE,1,1
STIMBERG,3,0
GRANDIFLORA,2,0
THUTHUZELA,3,0
BUYELA,3,0
MANGO,3,1
LEEDS,2,1
BARNSLEY,1,0
SCHOONGEZICHT,2,0
UITZICHT,0,0
ARGONAUT,0,0
ZEEZICHT,1,0
SAVATIANO,3,0
INDIGO ESTATE,1,0
FARMERS,1,0
ROOIHEUWEL,1,0
SILVER OAKS,4,0
COBALT,3,0
SPRINGFIELD ,4,0
VIA CAMPARI,2,0
HUGENOT,2,0
SILVER MIST,3,0
POSMANSDAM,1,1
NGWEVENTSHA,1,0
BOMMELHOEK,3,1
MAGENTA,1,0
CWEBA,1,0
UMGA,5,0
NYOSI,1,0
JUNIXE,1,0
GOLDFINCH ,2,0
HENNA DOLF EAST,0,0
KRAKEEL,1,0
KAYMOR,1,0
CILMOR,3,1
LA BELLE,2,1
WATT,1,0
WINELANDS,3,0
VOELVLEI,3,0
PAUL SAUER,1,1
LOSKOP,2,0
HEEMSTEDE,2,0
GOURITS,1,0
OAKGLADE,1,0
FLORISKRAAL,1,0
RADYN,2,1
PALOMA,0,0
WAGON DRIFT,3,0
WELBEDACHT,1,0
DIE ERF,1,0
TYGERPOORT,2,0
PK LE ROUX,1,1
STERKFONTEIN,2,0
PARIS,2,1
KUILS RIVER,2,0
EIKENHOUT,3,0
SPANISH OAK,1,1
EMORY OAK,1,0
WILLOW OAK,2,0
OREGON OAK,0,0
WHITE OAK,3,0
PARC PIERRE,2,1
VERONA,0,0
LEATHER OAK,3,0
VALLEY OAK,3,0
ADAMO VILLAS,2,0
YELLOW OAK,1,0
WATER OAK,0,0
WATEROAK,0,0
MALIBU VILLAS,1,0
STEENVELD,1,0
PAPERBARK,1,0
BERGSTROOM,0,0
CORK OAK,0,0
EDUARDO,1,1
MERWEDE,1,0
HERTON VILLAS,3,0
DE OEWER,2,0
DE STELLENHOEK,1,1
SOTERIA,1,0
CHAMPHOR,0,1
LORIENT,1,0
VREDEKLOOF,0,0
TOULOUSE,1,1
ON LE MONT,1,0
MARSEILLE,1,0
MONTPELLIER,1,1
CHALAISE,1,0
MONTREUX,0,0
PEPERBOOM,2,0
LISTA,0,0
LEETCHFIELD,1,0
MONTAGNE,2,0
CHATEAUX,2,0
LANDRI,1,0
FRICK,0,0
GARINGBOOM,2,1
VAN EEDEN,2,1
GREEN ACRES,3,0
QUINTAS,3,1
PAUL,2,1
MELKBOOM,3,0
HOOGSTEDE PARK,0,1
REDWOOD ,2,0
KUILS RIVER ,0,0
FLAME,1,1
CRESS,2,0
FRANC CONRADIE,1,0
JANIE,1,0
DEMETER,1,0
KINKEV,1,0
OLYMPUS,0,1
JACO,2,0
WIT KAREEBOOM,2,0
ROOI KAREEBOOM,1,0
H  O  DE VILLIERS,1,0
DE VILLE,1,0
JANNIE ENGELBRECHT,2,0
JOHN GAINSFORD,1,1
EBEN OLIVIER,1,0
ENDIVE,2,0
SANDLER,2,0
LOBSER,0,0
WILLIAM DABBS,1,0
BRACKENFELL,3,0
LIMIETBERG,3,0
LEEUKOP,3,0
MATROOSBERG,3,1
KLEINKAAP,1,0
STASIE,1,0
JEANETTE,0,0
ALBIE DE WAAL,0,1
TINY NEETLING,3,1
GERT KOTZE,3,1
TINY NAUDE,2,0
DANA,2,0
POORT,1,0
WINDMEULWANDEL,2,0
TEEJAY,1,0
OUDEDAM,1,1
WINDMEUL,0,0
KLEINSEE,3,0
PIETRO,2,0
YSBERG,0,1
HANS,1,1
BOVEN,0,0
SENDING,3,0
PARADYS,3,0
ARAUNA,0,0
SKAKEL,1,0
ROGLAND,2,0
SONOP,0,0
WINDHOEK,3,1
SONNET,0,0
MELCHIOR,2,0
BOOG,2,0
DONNA,2,1
VERWEY,2,0
VIVALDI,1,0
NEL,2,1
SAM GORDON,3,1
RIMINI,1,0
EBEN,0,1
THEO,1,1
VILLIERS,2,0
OKAVANGO,0,0
TALJAARD,2,0
BOONZAAIER,2,1
POTGIETER,2,1
GAWIE,3,0
LYN,3,1
BRASS,1,0
KINE PARK,2,1
KRUISFONTEIN,2,0
INDUSTRIA,2,0
PINASTER,3,0
KROONDEN,2,0
DENNESIG,0,0
NIKKEL,1,0
NAGEL,1,1
REIER,2,0
KOPER,2,0
NORTHPINE,2,1
BRISTLEDEN,1,0
PATULA,2,0
MIDA,1,1
ANBI,0,0
VIBEN,2,0
STAAL,0,0
WESSEL GELDENHUYS,1,0
AMARELLA,2,0
CAREL MARINCOWITS,2,1
PINE MEWS,1,0
HARBOT,0,1
VAN DER ROSS,2,0
SNELL,2,0
UITSPAN,2,0
KENWIL,3,0
JARISCH,3,0
TIGER,3,0
NITIDA,2,1
DE TUIN,1,0
REBECCA,0,0
PAULINE,3,1
DANIEL,2,0
LULA,0,0
WILFRANK,3,0
SONTE,3,0
DE DUIN,2,0
HAMILTON ,2,0
WELTEVREDE,2,0
WELBELOON,1,0
WELGEGUND,2,0
ANCHUSA,2,1
YINLAN,3,1
LAVENDER CLOSE ESTATE,2,0
LIMONIUM,1,0
OOSTEREND,1,0
TULA,2,0
POMELA,3,0
SHEBA,1,0
SHENY,1,0
TIVAN,0,0
TRIER,1,1
ANTONILY,1,0
HELDERVIEW,0,0
LOQUAT,1,1
OLIVE GROVE,0,0
GREYVILLEA,3,0
BAKERSFIELD,2,1
QUERUS,1,1
BELAMI,2,0
VILLA PALAZZO,3,1
TASSEL BERRY,0,0
WILGESPRUIT,3,1
DE OUDE WERF,0,0
MAHONIE,1,1
KLEIN BRON,1,0
KASTANJE,3,1
KINABOOM,0,0
HUILBOOM,0,0
HOOGENHOUT,3,1
REPENS,2,1
CYNAROIDES,2,0
ODORATA,2,0
SWARTTEEBOS,2,0
MAGNIFICA,3,0
AFRICANA,2,1
PROVANCE,3,1
JANNIE ROSSOUW,0,0
ROBYN PARK,2,0
BEE,1,0
JUTE,1,1
PINE WOOD,1,1
MARITIME,1,0
ALLEGRO,3,0
W D HAMBLY,1,0
DOMBEYA,2,0
LA MORITA,1,0
FLEUR DE LIS,2,0
BRIGADIER,2,0
SAFRAAN,3,1
DE OUDE SCHUUR,1,0
MEMENTO,3,0
TOSCA,2,0
"""KING'S MANOR""",1,0
LA PINTA,1,0
WAGNER,2,0
AMBLER,2,0
WEHRLI,0,0
LAMED,2,0
ANKER,3,0
BLISSEUX,0,1
HUGOT,3,0
VIVIER,1,0
ALEF,1,0
ELISHUA,1,1
BERGSHOOP ,2,0
WATERBERRY CLOSE,2,0
COURBONNE,2,0
TULANA,0,0
MENDELSOHN,1,0
PAGANINI,2,1
BEETHOVEN,3,0
SALIERI,2,0
GLEN CHORAL,3,1
CONCERTO,0,0
LAMEER,3,0
SYMPHONY VILLAS,2,0
BELLINI,3,0
LEGATO,0,0
LANCELOT VILLAGE,3,0
HAMLET`S PLACE,2,1
CAMELOT,2,0
MARIMBA,1,1
MONTE PESCALI,1,0
BON ENTREE,1,0
BON ESPERANCE,3,0
FIDDLEWOOD PLACE,2,0
BON ARRIVEE,1,1
BON ANNEE,0,0
BON TEMPS,2,0
BON AMERTIE,2,0
MANDOLENI,1,0
INTERMEZZO,1,0
BALALAIKA,0,0
CRESCENDO,0,0
ADAGIO,2,0
JUANS PLACE,2,0
CLARINET,3,0
SONDAL,3,0
SOLEIL,3,0
SOLARA,1,0
MONTEVERDI,2,0
"""AMIGO'S""",2,0
AVEBURY VILLAGE,1,0
LUNAIRE,2,0
BRENDA,0,0
SUN KING,2,1
WUTHERING HEIGHTS,1,1
LEANER,1,0
DELENE,2,0
CHRISTA,0,0
KOORSBOOM,1,0
SILWERBEEK,2,0
MUSHET,0,0
KANNABAS,3,0
AMANZI,2,0
FAIRTREES,0,0
FISANT,0,1
ALAN,0,1
SARA,2,1
NEWELL,3,0
MARTINET,2,0
LE BATTE,3,0
DUNER,0,0
CHENIN,2,1
DONKERVLIET,3,0
JOURDAN,1,0
BRIET,0,0
VILLION,3,0
STERAPPEL,3,0
MIRTING,1,0
VAALBOOM,2,0
KOKABOOM,2,0
DE SAVOYE,3,1
LIMBERLOST,3,1
